compania,titulo,marca,procesador,ram,tarjeta_grafica,pantalla,almacenamiento,sistema_operativo,precio_normal,precio_oferta,urls
Pc Factory,"Nuevo MacBook Air 13"" Intel Core i3 1,1 GHz 256GB SSD Space Gray  MWTJ2CI/A",Apple,"Intel® Core™ i3 1,1 GHz hasta 3,2 GHz con Turbo Boost (4 MB de caché de nivel 3)",8.0,Gráfica: Intel Iris Plus Graphics,13.3,512.0,macOS Catalina,1149990,1115490,https://www.pcfactory.cl//producto/37306-apple-nuevo-macbook-air-13-intel-core-i3-1-1-ghz-256gb-ssd-space-gray-mwtj2ci-a
Pc Factory,"Nuevo MacBook Air 13"" Intel Core i3 1,1 GHz 256GB SSD Gold MWTL2CI/A",Apple,"Intel® Core™ i3 1,1 GHz hasta 3,2 GHz con Turbo Boost (4 MB de caché de nivel 3)",8.0,Gráfica: Intel Iris Plus Graphics,13.3,512.0,macOS Catalina,1149990,1115490,https://www.pcfactory.cl//producto/37307-apple-nuevo-macbook-air-13-intel-core-i3-1-1-ghz-256gb-ssd-gold-mwtl2ci-a
Pc Factory,"Gamer Legion 5i Intel i5-10300H NVIDIA GTX 1660Ti 6GB 15.6"" FHD 144Hz 8GB 1TB + 128GB SSD Windows 10  Phantom Black",Lenovo,"Intel® Core™ i5-10300H, 2,50GHz hasta 4,50GHz (4M Cache)",8.0,NVIDIA GTX 1660Ti (6GB G6192B),15.6,1000.0,Windows 10 Home,1149990,1115490,https://www.pcfactory.cl//producto/37230-lenovo-notebook-gamer-legion-5i-intel-i5-10300h-nvidia-gtx-1660ti-6gb-15-6-fhd-144hz-8gb-1tb--128gb-ssd-windows-10-phantom-black
Pc Factory,"2en1 Yoga C940 14"" FHD Intel i5-1035G4 12GB 1TB SSD Intel Iris Windows 10 Touch",Lenovo,"Intel® Core™ i5-1035G4, 1,10GHz hasta 3,70GHz (4M Cache)",12.0,Intel® Iris® Plus,14.0,1000.0,Windows 10 Home,1237090,1199990,https://www.pcfactory.cl//producto/34827-lenovo-notebook-2en1-yoga-c940-14-fhd-intel-i5-1035g4-12gb-1tb-ssd-intel-iris-windows-10-touch
Pc Factory,"Gamer Omen Intel i5-10300H NVIDIA RTX 2060 6GB 15.6"" FHD 8GB +32GB Optane 512GB SSD Windows 10 Shadow Black 15-ek0010la",HP,"Intel® Core™ i5-10300H, 2,5GHz hasta 4,5GHz (8MB caché L3)",8.0,NVIDIA® GeForce RTX™ 2060 6GB (GDDR6 dedicada),15.6,512.0,Windows 10 Home 64bit,1299990,1260990,https://www.pcfactory.cl//producto/37293-hp-notebook-gamer-omen-intel-i5-10300h-nvidia-rtx-2060-6gb-15-6-fhd-8gb-32gb-optane-512gb-ssd-windows-10-shadow-black-15-ek0010la
Pc Factory,"Gamer Dell G5 Intel i7-10750H NVIDIA GTX 1660 Ti 6GB 15.6"" FHD 16GB 512GB SSD Windows 10 Black",Dell,"Intel® Core™ i7-10750H, 2,60GHz hasta 5.0GHz (12MB cache)",16.0,NVIDIA GTX 1660 Ti (6GB GDDR6),15.6,512.0,Windows 10 Home (64 bit),1299990,1260990,https://www.pcfactory.cl//producto/37564-dell-notebook-gamer-dell-g5-intel-i7-10750h-nvidia-gtx-1660-ti-6gb-15-6-fhd-16gb-512gb-ssd-windows-10-black
Pc Factory,"ExpertBook B5 Intel i5-8265U 8GB 512GB SSD 14"" FHD Windows 10 Pro Gris B5440FA-BM0897R",Asus,"Intel® Core™ i5-8265U, 1.6GHz hasta 3.9GHz (6M Caché)",8.0,Intel® UHD Graphics 620,14.0,512.0,Windows 10 Pro(64bit),1399990,1329990,https://www.pcfactory.cl//producto/37052-asus-notebook-expertbook-b5-intel-i5-8265u-8gb-512gb-ssd-14-fhd-windows-10-pro-gris-b5440fa-bm0897r
Pc Factory,"Gamer ROG Strix G15 Intel i7-10750H RTX 2060 6GB 15.6"" FHD 8GB 1TB SSD  Windows 10 WiFi 6 Original Black G512LV-HN105T",Asus,"Intel® Core™ i7-10750H,  2.6GHz hasta 5.0GHz (12M Caché)",8.0,NVIDIA® GeForce RTX™ 2060 (6GB GDDR6),15.6,1000.0,Windows 10 Home,1499990,1454990,https://www.pcfactory.cl//producto/37201-asus-notebook-gamer-rog-strix-g15-intel-i7-10750h-rtx-2060-6gb-15-6-fhd-8gb-1tb-ssd-windows-10-wifi-6-original-black-g512lv-hn105t
Pc Factory,"Nuevo MacBook Air 13"" Intel Core i5 1,1 GHz 512GB SSD Gold MVH52CI/A",Apple,"Intel® Core™ i5 1,1 GHz hasta 3,5 GHz con Turbo Boost (6 MB de caché de nivel 3)",8.0,Gráfica: Intel Iris Plus Graphics,13.3,512.0,macOS Catalina,1499990,1454990,https://www.pcfactory.cl//producto/37305-apple-nuevo-macbook-air-13-intel-core-i5-1-1-ghz-512gb-ssd-gold-mvh52ci-a
Pc Factory,"Nuevo MacBook Air 13"" Intel Core i5 1.1GHz  512GB SSD Space Gray MVH22CI/A",Apple,"Intel® Core™ i5 de décima generación y cuatro nucleos a 1,1 GHz Turbo Boost hasta 3,5 GHz 6 MB de caché L3",8.0,Gráfica: Intel Iris Plus Graphics,13.3,512.0,macOS Catalina,1499990,1454990,https://www.pcfactory.cl//producto/37340-apple-nuevo-macbook-air-13-intel-core-i5-1-1ghz-512gb-ssd-space-gray-mvh22ci-a
Pc Factory,"Pro Envy Intel i7-10750H NVIDIA GTX 1650Ti 4GB 15.6"" FHD 16GB  +32GB Optane 512GB SSD Windows 10 WiFi 6 Natural Silver 15-ep0002la",HP,"Intel® Core™ i7-10750H 2,6GHz hasta 5GHz (12MB caché)",16.0,NVIDIA® GeForce® GTX 1650 Ti 4GB (GDDR6 dedicada),15.6,512.0,Windows 10 Home (64bits),1599990,1551990,https://www.pcfactory.cl//producto/37294-hp-notebook-pro-envy-intel-i7-10750h-nvidia-gtx-1650ti-4gb-15-6-fhd-16gb--32gb-optane-512gb-ssd-windows-10-wifi-6-natural-silver-15-ep0002la
Pc Factory,"ExpertBook B5 Intel I7-8565U 16GB 512GB SSD 14"" FHD Windows 10 Pro Gris B5440FA-BM0896R",Asus,"Intel® Core™ i7-8565U, 1.8GHz hasta 4.6GHz (8M Caché)",8.0,Intel® UHD Graphics 620,14.0,512.0,Windows 10 Pro,1699990,1614990,https://www.pcfactory.cl//producto/37051-asus-notebook-expertbook-b5-intel-i7-8565u-16gb-512gb-ssd-14-fhd-windows-10-pro-gris-b5440fa-bm0896r
Pc Factory,"Zenbook Intel I7-10510U 16GB 512GB SSD 14"" FHD Windows 10 Pro Azul A434FAC-A5182R",Asus,"Intel® Core™ i7-10510U, 1.8GHz hasta 4.9GHz (8M Caché)",16.0,Intel® UHD Graphics 620,14.0,512.0,Windows 10 Pro (64bit),1799990,1709990,https://www.pcfactory.cl//producto/37050-asus-notebook-zenbook-intel-i7-10510u-16gb-512gb-ssd-14-fhd-windows-10-pro-azul-a434fac-a5182r
Pc Factory,"Dell XPS 9300 13.4"" UHD Intel i7-1065G7 16GB 512GB SSD Iris Plus Windows 10 Pro Silver",Dell,"Intel® Core™ i7-1065G7,  hasta 3.9GHz (8MB cache)",16.0,Tarjeta Gráfica Integrada: Intel® Iris Plus Graphics,13.4,512.0,Windows 10 Pro (64 bit),1799990,1745990,https://www.pcfactory.cl//producto/38273-dell-notebook-dell-xps-9300-13-4-uhd-intel-i7-1065g7-16gb-512gb-ssd-iris-plus-windows-10-pro-silver
Pc Factory,"Ultraliviano Matebook Xpro 13.9"" Intel i7-10510U NVIDIA MX250 16GB 1TB SSD Windows 10 Emerald Green",Huawei,"Intel® Core™ i7-10510U, 1.8 GHz hasta 4.9GHz (8MB caché)",16.0,NVIDIA® GeForce® MX250,13.9,1000.0,Windows 10 Home,1799990,1745990,https://www.pcfactory.cl//producto/37630-huawei-notebook-ultraliviano-matebook-xpro-13-9-intel-i7-10510u-nvidia-mx250-16gb-1tb-ssd-windows-10-emerald-green
Pc Factory,"Ultraliviano Yoga S940 14"" FHD Intel i7-1065G7 16GB 1TB SSD Intel Iris Windows 10",Lenovo,"Intel® Core™ i7-1065G7, 1.3GHz hasta 3.90GHz (4M Cache)",16.0,Intel® Iris® Plus,14.0,1000.0,Windows 10 Home,1819990,1765390,https://www.pcfactory.cl//producto/34826-lenovo-notebook-ultraliviano-yoga-s940-14-fhd-intel-i7-1065g7-16gb-1tb-ssd-intel-iris-windows-10
Pc Factory,"Pro Envy Intel i7-10750H NVIDIA RTX 2060 Max-Q 6GB 15.6"" UHD 16GB + 32GB Optane 512GB SSD Windows 10 Natural Silver 15-ep0001la",HP,"Intel® Core™ i7-10750H 2,6GHz hasta 5GHz (12MB caché)",16.0,NVIDIA® GeForce RTX™ 2060 con diseño Max-Q (GDDR6 de 6 GB dedicada),15.6,512.0,Windows 10 Home (64bits),1999990,1939990,https://www.pcfactory.cl//producto/38803-hp-notebook-pro-envy-intel-i7-10750h-nvidia-rtx-2060-max-q-6gb-15-6-uhd-16gb--32gb-optane-512gb-ssd-windows-10-natural-silver-15-ep0001la
Pc Factory,"s Gamer Omen i7-9750H NVIDIA RTX 2070 Max-Q 8GB  15.6"" FHD 144Hz 16GB + 32GB Optane 512GB SSD Intel Windows 10 15-dh0005la",HP,Intel® Core™ i7-9750H,16.0,NVIDIA® GeForce® RTX 2070 Max-Q 8GB / GDDR6 dedicada,15.6,512.0,Windows 10 Home,1999990,1939990,https://www.pcfactory.cl//producto/34538-hp-notebooks-gamer-omen-i7-9750h-nvidia-rtx-2070-max-q-8gb-15-6-fhd-144hz-16gb--32gb-optane-512gb-ssd-intel-windows-10-15-dh0005la
Pc Factory,"Gamer ROG Strix SCAR 15 Intel i7-10875H NVIDIA RTX 2070 8GB 15.6"" FHD 240Hz 8GB 1TB SSD Windows 10 Black Metal G532LW-AZ067T",Asus,"Intel® Core™ i7-10875H, 2.3 GHz hasta 5.1GHz (16M Caché)",16.0,NVIDIA® GeForce RTX™ 2070 8GB GDDR6,15.6,1000.0,Windows 10 Home,2049990,1988490,https://www.pcfactory.cl//producto/39121-asus-notebook-gamer-rog-strix-scar-15-intel-i7-10875h-nvidia-rtx-2070-8gb-15-6-fhd-240hz-8gb-1tb-ssd-windows-10-black-metal-g532lw-az067t
Pc Factory,"Gamer Omen Intel i7-10750H NVIDIA RTX Max-Q 2070 8GB 15.6"" FHD 144Hz 16GB + 32GB Optane 512GB SSD Windows 10 Shadow Black 15-ek0007la",HP,"Intel® Core™ i7-10750H, 2,6GHz hasta 5GHz (12MB caché)",16.0,NVIDIA GeForce RTX 2070 con diseño Max-Q (GRR6 8GB dedicada),15.6,512.0,Windows 10 Home 64bit,2099990,2036990,https://www.pcfactory.cl//producto/38804-hp-notebook-gamer-omen-intel-i7-10750h-nvidia-rtx-max-q-2070-8gb-15-6-fhd-144hz-16gb--32gb-optane-512gb-ssd-windows-10-shadow-black-15-ek0007la
Pc Factory,"MacBook Pro  13"" con Touch Bar Intel Core i5 2,0 GHz  16GB 512GB SSD Space Gray MWP42CI/A",Apple,"Intel® Core™ i5 2GHz (Turbo Boost de hasta 3,8 GHz)(6 MB de caché)",16.0,Gráfica: Intel Iris Plus Graphics,13.3,512.0,macOS Catalina,2199990,2133990,https://www.pcfactory.cl//producto/37442-apple-macbook-pro-13-con-touch-bar-intel-core-i5-2-0-ghz-16gb-512gb-ssd-space-gray-mwp42ci-a
Pc Factory,"Gamer ROG Strix SCAR 15 Intel i7-10875H RTX2070 Super 8GB 15.6"" FHD 300Hz 16GB 1TB SSD WiFi 6 Windows 10 Black Metal G532LWS-HF208T",Asus,"Intel® Core™  i7-10875H, 2.3 GHz hasta 5.1GHz (16M Caché)",16.0,NVIDIA® GeForce® RTX 2070 SUPER™ (8GB GDDR6),15.6,1000.0,Windows 10 Home,2199990,2133990,https://www.pcfactory.cl//producto/39030-asus-notebook-gamer-rog-strix-scar-15-intel-i7-10875h-rtx2070-super-8gb-15-6-fhd-300hz-16gb-1tb-ssd-wifi-6-windows-10-black-metal-g532lws-hf208t
Pc Factory,"Gamer GE66 Raider 10SF Intel i7-10750H NVIDIA RTX 2070 8GB 15.6"" 240Hz FHD 16GB 512GB SSD Windows 10",MSI,Intel® Core™ i7-10750H (Comet lake) base 2.60Ghz a 5.0GHz (12MB cache),16.0,NVIDIA RTX2070 8GB GDDR6,15.6,512.0,Windows 10 Home,2199990,2133990,https://www.pcfactory.cl//producto/36892-msi-notebook-gamer-ge66-raider-10sf-intel-i7-10750h-nvidia-rtx-2070-8gb-15-6-240hz-fhd-16gb-512gb-ssd-windows-10
Pc Factory,"Gamer ROG Strix SCAR 17 Intel i7-10875H NVIDIA RTX 2070 SUPER 8GB 17.3"" FHD 300Hz 16GB 1TB SSD Windows 10 WiFi 6 Black Metal G732LWS-HG058T",Asus,"Intel® Core™ i7-10875H, 2.3 GHz hasta 5.1GHz (16M Caché)",16.0,NVIDIA® GeForce RTX™ 2070 SUPER 8GB GDDR6,17.3,1000.0,Windows 10 (64bit),2239990,2172790,https://www.pcfactory.cl//producto/39120-asus-notebook-gamer-rog-strix-scar-17-intel-i7-10875h-nvidia-rtx-2070-super-8gb-17-3-fhd-300hz-16gb-1tb-ssd-windows-10-wifi-6-black-metal-g732lws-hg058t
Pc Factory,"Gamer Predator Triton 500 Intel i7-8750H NVIDIA RTX 2080 8GB 15.6"" FHD 16GB 512GB SSD Windows 10 PT515-51-76VY",Acer,"Intel® Core™ i7 8750H, 2.20 GHz hasta 4.10GHz (9M Caché)",16.0,Nvidia RTX 2080 8GB GDDR6,15.6,512.0,Windows 10 Home,2267990,2199990,https://www.pcfactory.cl//producto/31982-acer-notebook-gamer-predator-triton-500-intel-i7-8750h-nvidia-rtx-2080-8gb-15-6-fhd-16gb-512gb-ssd-windows-10-pt515-51-76vy
Pc Factory,"Gamer GS66 Stealth 10SF Intel i7-10875H RTX2070 Max-Q 8GB 15.6"" FHD 16GB 512GB SSD Windows 10",MSI,"Intel® Core™ i7-10875H, 2,30GHZ  a 5.10GHz (16MB caché)",16.0,NVIDIA RTX2070 Max-Q 8GB GDDR6,15.6,512.0,Windows 10 Home,2299990,2230990,https://www.pcfactory.cl//producto/38408-msi-notebook-gamer-gs66-stealth-10sf-intel-i7-10875h-rtx2070-max-q-8gb-15-6-fhd-16gb-512gb-ssd-windows-10
Pc Factory,"s Gamer Omen i7-9750H NVIDIA RTX 2080 Max-Q 8GB 15.6"" FHD 144Hz 16GB + 32GB Optane 512GB SSD Windows 10 15-dh0006la",Asus,"Intel® Celeron® N3350, hasta 2.40GHz",8.0,Intel® UHD,15.6,512.0,Windows 10 Home,2299990,2230990,https://www.pcfactory.cl//producto/34801-hp-notebooks-gamer-omen-i7-9750h-nvidia-rtx-2080-max-q-8gb-15-6-fhd-144hz-16gb--32gb-optane-512gb-ssd-windows-10-15-dh0006la
Pc Factory,"ZenBook Pro Intel i9-8950HK NVIDIA GTX 1050 Ti 4GB 15.6"" FHD 16GB 1TB SSD Windows 10 UX580GE-BN078T",Asus,"Intel® Celeron® N3350, hasta 2.40GHz",8.0,Intel® UHD,15.6,512.0,Windows 10 Home,2399990,2327990,https://www.pcfactory.cl//producto/31740-asus-notebook-zenbook-pro-intel-i9-8950hk-nvidia-gtx-1050-ti-4gb-15-6-fhd-16gb-1tb-ssd-windows-10-ux580ge-bn078t
Pc Factory,"MacBook Pro 13"" con Touch Bar Intel Core i5  2,0 GHz  16GB 1TB SSD Space Gray MWP52CI/A",Apple,"Intel® Core™ i5 2GHz (Turbo Boost de hasta 3,8 GHz) (6MB de caché)",16.0,Gráfica: Intel Iris Plus Graphics,13.3,1000.0,macOS Catalina,2399990,2327990,https://www.pcfactory.cl//producto/37443-apple-macbook-pro-13-con-touch-bar-intel-core-i5-2-0-ghz-16gb-1tb-ssd-space-gray-mwp52ci-a
Pc Factory,"ExpertBook B9 Intel I7-10510U 16GB 1TB SSD 14"" FHD Windows 10 Pro Gris B9450FA-BM0198R",Asus,"Intel® Core™ i7-10510U, 1.8 GHz hasta 4.9 GHz (8M Caché)",16.0,Intel UHD Graphics 620,14.0,1000.0,Windows 10 Professional (64bit),2499990,2374990,https://www.pcfactory.cl//producto/37049-asus-notebook-expertbook-b9-intel-i7-10510u-16gb-1tb-ssd-14-fhd-windows-10-pro-gris-b9450fa-bm0198r
Pc Factory,"Pro Creator Intel i7-10875H RTX2060 6GB 17.3"" UHD 16GB 512GB SSD Windows 10 Pro",MSI,"Intel® Core™ i7-10875H, 2.3Ghz a 5.10GHz(16MB caché)",16.0,NVIDIA RTX2060 6GB GDDR6,17.3,512.0,Windows 10 Professional,2449990,2376490,https://www.pcfactory.cl//producto/36890-msi-notebook-pro-creator-intel-i7-10875h-rtx2060-6gb-17-3-uhd-16gb-512gb-ssd-windows-10-pro
Pc Factory,"Gamer Legion Y740 Intel i7-9750H NVIDIA RTX 2080 Max-Q 8GB 17.3"" 144Hz FHD 32GB 1TB + 512GB SSD Windows 10",Lenovo,"Intel® Core™ i7-9750H, 2.6GHz hasta 4.50GHz (6M Cache)",32.0,Nvidia RTX2080 MAX-Q8 GB / G6 256B,17.3,1000.0,Windows 10 Home,2499990,2424990,https://www.pcfactory.cl//producto/35730-lenovo-notebook-gamer-legion-y740-intel-i7-9750h-nvidia-rtx-2080-max-q-8gb-17-3-144hz-fhd-32gb-1tb--512gb-ssd-windows-10
Pc Factory,"Zenbook Pro Duo Intel i7-9750H NVIDIA RTX 2060 6GB 15.6"" UHD 32GB 1TB SSD Windows 10 Celestial Blue UX581GV-H2003T",Asus,"Intel® Core™ i7-9750H,  2.6GHz hasta 4.5GHz (12M Caché)",32.0,NVIDIA® GeForce RTX™ 2060 (6GB GDDR6),15.6,1000.0,Windows 10 Home,2599990,2469990,https://www.pcfactory.cl//producto/38013-asus-notebook-zenbook-pro-duo-intel-i7-9750h-nvidia-rtx-2060-6gb-15-6-uhd-32gb-1tb-ssd-windows-10-celestial-blue-ux581gv-h2003t
Pc Factory,"Gamer Omen Intel i7-10750H NVIDIA RTX 2070 Max-Q 8GB 15.6"" FHD 32GB + 32GB Optane 512GB SSD Windows 10 Shadow Black 15-ek0008la",HP,"Intel® Core™ i7-10750H, 2,6Ghz hasta 5GHz (12MB caché)",32.0,NVIDIA® GeForce® RTX™ 2070 con diseño Max-Q (GDDR6 de 8 GB dedicada),15.6,512.0,Windows 10 Home (64bit),2599990,2521990,https://www.pcfactory.cl//producto/37296-hp-notebook-gamer-omen-intel-i7-10750h-nvidia-rtx-2070-max-q-8gb-15-6-fhd-32gb--32gb-optane-512gb-ssd-windows-10-shadow-black-15-ek0008la
Pc Factory,"MacBook Pro 16"" Space Gray con Touch Bar Intel i7 2,6 GHz 16GB 512GB SSD Radeon Pro 5300M 4GB MVVJ2CI/A",Apple,"Intel® Core™ i7 2,6 GHz (Turbo Boost de hasta 4,5 GHz)(12MB caché)",16.0,Gráfica: AMD Radeon Pro 5300M (4GB GDDR6),16.0,512.0,macOS Catalina,2599990,2521990,https://www.pcfactory.cl//producto/37345-apple-macbook-pro-16-space-gray-con-touch-bar-intel-i7-2-6-ghz-16gb-512gb-ssd-radeon-pro-5300m-4gb-mvvj2ci-a
Pc Factory,"Pro WS65 9TK Intel i9-9880H NVIDIA Quadro RTX 3000 6GB 15.6"" FHD 32GB 512GB SSD Windows 10 Pro",MSI,Intel® Core™ i9-9880H 2.30GHz hasta 4.80GHz,32.0,Quadro RTX3000 6GB GDDR6,15.6,512.0,Windows 10 Professional,2783490,2699990,https://www.pcfactory.cl//producto/32600-msi-notebook-pro-ws65-9tk-intel-i9-9880h-nvidia-quadro-rtx-3000-6gb-15-6-fhd-32gb-512gb-ssd-windows-10-pro
Pc Factory,"Pro Creator Intel i7-10875H NVIDIA RTX 2070 Max-Q 8GB 17.3"" UHD 16GB 1TB SSD Windows 10 Pro",MSI,"Intel® Core™ i7-10875H, frecuencia básica 2.3Ghz (16MB caché)",16.0,NVIDIA® RTX2070™ Max-Q 8GB GDDR6,17.3,1000.0,Windows 10  Professional,2899990,2754990,https://www.pcfactory.cl//producto/36888-msi-notebook-pro-creator-intel-i7-10875h-nvidia-rtx-2070-max-q-8gb-17-3-uhd-16gb-1tb-ssd-windows-10-pro
Pc Factory,"Zenbook Pro Duo UX581GV Intel i9-9980HK NVIDIA RTX 2060 6GB 15.6"" UHD 1TB SSD 32GB Windows 10 Blue UX581GV-H2001T",Asus,"Intel® Core™ i9-9980HK, 2.4 GHz hasta 5.0GHz (16M Caché)",32.0,NVIDIA GeForce RTX 2060 6GB (GDDR6),15.6,1000.0,Windows 10 (64bit),2999990,2909990,https://www.pcfactory.cl//producto/34898-asus-notebook-zenbook-pro-duo-ux581gv-intel-i9-9980hk-nvidia-rtx-2060-6gb-15-6-uhd-1tb-ssd-32gb-windows-10-blue-ux581gv-h2001t
Pc Factory,"MacBook Pro 16"" Space Gray con Touch Bar Intel i9 2,3 GHz 16GB 1TB SSD Radeon Pro 5500M 4GB MVVK2CI/A",Apple,"Intel® Core™ i9, 2,3 GHz (Turbo Boost de hasta 4,8 GHz) 16MB",16.0,Gráfica: AMD Radeon Pro 5500M (4 GB GDDR6) Intel UHD Graphics 630,16.0,1000.0,macOS Catalina,2999990,2909990,https://www.pcfactory.cl//producto/37308-apple-macbook-pro-16-space-gray-con-touch-bar-intel-i9-2-3-ghz-16gb-1tb-ssd-radeon-pro-5500m-4gb-mvvk2ci-a
Pc Factory,"Gamer ROG Intel i7-9750H NVIDIA RTX 2080 8GB 17.3"" FHD 144Hz 32GB 1TB + 512GB SSD Windows 10 G703GXR-EV059T",Asus,"Intel® Core™ i7-9750H, 2.6GHz hasta 4.5GHz (12M Caché)",32.0,NVIDIA® GeForce RTX ™ 2080 (GDDR6 8GB),17.3,1000.0,Windows 10 (64bit),3092790,2999990,https://www.pcfactory.cl//producto/35097-asus-notebook-gamer-rog-intel-i7-9750h-nvidia-rtx-2080-8gb-17-3-fhd-144hz-32gb-1tb--512gb-ssd-windows-10-g703gxr-ev059t
Pc Factory,"OMEN X Intel i9-9880H NVIDIA RTX 2080 8GB 15.6"" FHD 32GB + 32GB Optane 512GB SSD Windows 10 15-dg0001la",HP,"Intel® Core™ i9 9880H, 2,3 GHz hasta 4,8 GHz (16MB caché)",32.0,NVIDIA® GeForce RTX™ 2080 8GB GDDR6,15.6,512.0,Windows 10 Home,3195890,3099990,https://www.pcfactory.cl//producto/35707-hp-notebook-omen-x-intel-i9-9880h-nvidia-rtx-2080-8gb-15-6-fhd-32gb--32gb-optane-512gb-ssd-windows-10-15-dg0001la
Pc Factory,"ProArt StudioBook Intel Xeon E-2276M NVIDIA Quadro RTX 3000 Max Q 6GB 17"" FHD 32GB 1TB SSD Windows 10 Star Grey W700G3T-AV150R",Asus,"Intel® Xeon® E-2276M, 2.8GHz hasta 4.7GHz (12M Caché)",32.0,NVIDIA® Quadro® RTX 3000 Max Q (6GB GDDR6),17.0,1000.0,Windows 10 Pro,3199990,3103990,https://www.pcfactory.cl//producto/37187-asus-notebook-proart-studiobook-intel-xeon-e-2276m-nvidia-quadro-rtx-3000-max-q-6gb-17-fhd-32gb-1tb-ssd-windows-10-star-grey-w700g3t-av150r
Pc Factory,"Gamer ROG Zephyrus Duo 15 Intel i9-10980HK NVIDIA RTX 2080 SUPER Max-Q 8GB 15.6"" 4K UHD 32GB  2TB SSD Windows 10 GX550LXS-HC106T Grey",Asus,"Intel® Core™ i9-10980HK, 2.4GHZ hasta 5.3GHz (16M Caché)",32.0,NVIDIA® GeForce RTX™ 2080 SUPER con Max-Q Design 8GB GDDR6,15.6,2000.0,Windows 10 Home,3999990,3879990,https://www.pcfactory.cl//producto/37185-asus-notebook-gamer-rog-zephyrus-duo-15-intel-i9-10980hk-nvidia-rtx-2080-super-max-q-8gb-15-6-4k-uhd-32gb-2tb-ssd-windows-10-gx550lxs-hc106t-grey
